Body,Head,Head Coverage,Standard Confidence,Pca Confidence,Support,Body Size,Pca Body Size,Functional Variable
?a  patientDrug  Vinorelbine   ,?a  patientDrug  Carboplatin,0.047619,0.75,0.75,66,88,88,?a
?a  patientDrug  Paclitaxel   ,?a  patientDrug  Carboplatin,0.055556,0.777778,0.777778,77,99,99,?a
?a  hasGender  Male   ,?a  patientDrug  Carboplatin,0.055556,0.538462,0.538462,77,143,143,?a
?a  treatmentType  Radiotherapy_To_Lung   ,?a  patientDrug  Carboplatin,0.047619,0.666667,0.666667,66,99,99,?a
?a  hasSmokingHabit  FormerSmoker   ,?a  patientDrug  Carboplatin,0.039683,0.454545,0.454545,55,121,121,?a
?a  hasSmokingHabit  CurrentSmoker   ,?a  patientDrug  Carboplatin,0.087302,0.733333,0.733333,121,165,165,?a
?a  hasStage  IVB   ,?a  patientDrug  Carboplatin,0.047619,0.666667,0.666667,66,99,99,?a
?a  hasAgeCategory  Old   ,?a  patientDrug  Carboplatin,0.079365,0.769231,0.769231,110,143,143,?a
?a  hasRelapse_Progression  Progression   ,?a  patientDrug  Carboplatin,0.119048,0.6,0.6,165,275,275,?a
?a  hasGender  Female   ,?a  patientDrug  Carboplatin,0.079365,0.625,0.625,110,176,176,?a
?a  type  Patient   ,?a  hasGender  Female,0.551724,0.551724,0.551724,176,319,319,?a
?a  hasAgeCategory  Young   ,?a  patientDrug  Carboplatin,0.055556,0.4375,0.4375,77,176,176,?a
?a  treatmentType  Immunotherapy   ,?a  patientDrug  Carboplatin,0.126984,0.615385,0.615385,176,286,286,?a
?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  patientDrug  Carboplatin,0.031746,0.444444,0.444444,44,99,99,?a
?a  hasBiomarker  EGFR_Negative   ,?a  patientDrug  Pembrolizumab,0.071429,0.75,0.75,99,132,132,?a
?a  patientDrug  Cisplatin   ,?a  patientDrug  Pembrolizumab,0.039683,0.454545,0.454545,55,121,121,?a
?a  hasBiomarker  EGFR_Positive   ,?a  patientDrug  Pembrolizumab,0.02381,0.1875,0.1875,33,176,176,?a
?a  treatmentType  Radiotherapy_To_Bone   ,?a  patientDrug  Carboplatin,0.063492,0.666667,0.666667,88,132,132,?a
?a  hasStage  IVA   ,?a  patientDrug  Pembrolizumab,0.031746,0.666667,0.666667,44,66,66,?a
?a  patientDrug  Pemetrexed   ,?a  patientDrug  Pembrolizumab,0.063492,0.470588,0.470588,88,187,187,?a
?a  type  Patient   ,?a  patientDrug  Carboplatin,0.134921,0.586207,0.586207,187,319,319,?a
?a  patientDrug  Docetaxel   ,?a  patientDrug  Pembrolizumab,0.031746,0.5,0.5,44,88,88,?a
?a  patientDrug  Paclitaxel   ,?a  patientDrug  Pembrolizumab,0.039683,0.555556,0.555556,55,99,99,?a
?a  hasSmokingHabit  CurrentSmoker   ,?a  patientDrug  Pembrolizumab,0.063492,0.533333,0.533333,88,165,165,?a
?a  hasBiomarker  ROS1_Negative   ,?a  patientDrug  Pembrolizumab,0.063492,0.470588,0.470588,88,187,187,?a
?a  hasRelapse_Progression  Progression   ,?a  patientDrug  Pembrolizumab,0.103175,0.52,0.52,143,275,275,?a
?a  treatmentType  Intravenous_Chemotherapy   ,?a  patientDrug  Carboplatin,0.126984,0.695652,0.695652,176,253,253,?a
?a  hasSmokingHabit  FormerSmoker   ,?a  patientDrug  Pembrolizumab,0.031746,0.363636,0.363636,44,121,121,?a
?a  hasStage  IVB   ,?a  patientDrug  Pembrolizumab,0.031746,0.444444,0.444444,44,99,99,?a
?a  hasBiomarker  ALK_Negative   ,?a  patientDrug  Pembrolizumab,0.071429,0.45,0.45,99,220,220,?a
?a  hasBiomarker  PDL1_Positive   ,?a  patientDrug  Pembrolizumab,0.071429,0.642857,0.642857,99,154,154,?a
?a  treatmentType  Radiotherapy_To_Lung   ,?a  patientDrug  Pembrolizumab,0.039683,0.555556,0.555556,55,99,99,?a
?a  hasAgeCategory  Old   ,?a  patientDrug  Pembrolizumab,0.039683,0.384615,0.384615,55,143,143,?a
?a  hasAgeCategory  Young   ,?a  patientDrug  Pembrolizumab,0.063492,0.5,0.5,88,176,176,?a
?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  patientDrug  Pembrolizumab,0.031746,0.444444,0.444444,44,99,99,?a
?a  hasGender  Male   ,?a  patientDrug  Pembrolizumab,0.039683,0.384615,0.384615,55,143,143,?a
?a  hasGender  Female   ,?a  patientDrug  Pembrolizumab,0.063492,0.5,0.5,88,176,176,?a
?a  hasBiomarker  PDL1_Positive   ,?a  hasBiomarker  EGFR_Negative,0.090909,0.571429,0.571429,88,154,154,?a
?a  treatmentType  Intravenous_Chemotherapy   ,?a  patientDrug  Pembrolizumab,0.087302,0.478261,0.478261,121,253,253,?a
?a  type  Patient   ,?a  patientDrug  Pembrolizumab,0.103175,0.448276,0.448276,143,319,319,?a
?a  hasBiomarker  BRAF_Negative   ,?a  hasBiomarker  EGFR_Negative,0.034091,0.75,0.75,33,44,44,?a
?a  patientDrug  Carboplatin   ,?a  patientDrug  Pembrolizumab,0.063492,0.470588,0.470588,88,187,187,?a
?a  hasStage  IVB   ,?a  hasBiomarker  EGFR_Negative,0.056818,0.555556,0.555556,55,99,99,?a
?a  hasGender  Male   ,?a  hasBiomarker  EGFR_Negative,0.068182,0.461538,0.461538,66,143,143,?a
?a  hasGender  Female   ,?a  hasBiomarker  EGFR_Negative,0.068182,0.375,0.375,66,176,176,?a
?a  patientDrug  Cisplatin   ,?a  hasBiomarker  EGFR_Negative,0.068182,0.545455,0.545455,66,121,121,?a
?a  patientDrug  Pemetrexed   ,?a  hasBiomarker  EGFR_Negative,0.079545,0.411765,0.411765,77,187,187,?a
?a  patientDrug  Vinorelbine   ,?a  hasBiomarker  EGFR_Negative,0.045455,0.5,0.5,44,88,88,?a
?a  treatmentType  Immunotherapy   ,?a  patientDrug  Pembrolizumab,0.103175,0.5,0.5,143,286,286,?a
?a  hasBiomarker  ALK_Negative   ,?a  hasBiomarker  EGFR_Negative,0.113636,0.5,0.5,110,220,220,?a
?a  treatmentType  Radiotherapy_To_Bone   ,?a  patientDrug  Pembrolizumab,0.031746,0.333333,0.333333,44,132,132,?a
?a  patientDrug  Other   ,?a  hasBiomarker  EGFR_Negative,0.034091,0.75,0.75,33,44,44,?a
?a  hasAgeCategory  Young   ,?a  hasBiomarker  EGFR_Negative,0.079545,0.4375,0.4375,77,176,176,?a
?a  patientDrug  Carboplatin   ,?a  hasBiomarker  EGFR_Negative,0.079545,0.411765,0.411765,77,187,187,?a
?a  hasBiomarker  ROS1_Negative   ,?a  hasBiomarker  EGFR_Negative,0.102273,0.529412,0.529412,99,187,187,?a
?a  type  Patient   ,?a  hasBiomarker  EGFR_Negative,0.136364,0.413793,0.413793,132,319,319,?a
?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  EGFR_Negative,0.068182,0.666667,0.666667,66,99,99,?a
?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasBiomarker  EGFR_Negative,0.045455,0.333333,0.333333,44,132,132,?a
?a  patientDrug  Docetaxel   ,?a  hasBiomarker  EGFR_Negative,0.045455,0.5,0.5,44,88,88,?a
?a  treatmentType  Immunotherapy   ,?a  hasBiomarker  EGFR_Negative,0.136364,0.461538,0.461538,132,286,286,?a
?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasBiomarker  EGFR_Negative,0.125,0.478261,0.478261,121,253,253,?a
?a  patientDrug  Paclitaxel   ,?a  hasBiomarker  EGFR_Negative,0.056818,0.555556,0.555556,55,99,99,?a
?a  patientDrug  Nivolumab   ,?a  patientDrug  Pemetrexed,0.039683,0.625,0.625,55,88,88,?a
?a  hasSmokingHabit  CurrentSmoker   ,?a  hasBiomarker  EGFR_Negative,0.102273,0.6,0.6,99,165,165,?a
?a  patientDrug  Carboplatin   ,?a  patientDrug  Pemetrexed,0.087302,0.647059,0.647059,121,187,187,?a
?a  patientDrug  Vinorelbine   ,?a  patientDrug  Pemetrexed,0.031746,0.5,0.5,44,88,88,?a
?a  hasAgeCategory  Old   ,?a  hasBiomarker  EGFR_Negative,0.056818,0.384615,0.384615,55,143,143,?a
?a  patientDrug  Paclitaxel   ,?a  patientDrug  Pemetrexed,0.031746,0.444444,0.444444,44,99,99,?a
?a  hasStage  IVB   ,?a  patientDrug  Pemetrexed,0.055556,0.777778,0.777778,77,99,99,?a
?a  hasStage  IV   ,?a  patientDrug  Pemetrexed,0.039683,0.625,0.625,55,88,88,?a
?a  patientDrug  Pembrolizumab   ,?a  hasBiomarker  EGFR_Negative,0.102273,0.692308,0.692308,99,143,143,?a
?a  hasBiomarker  ALK_Negative   ,?a  patientDrug  Pemetrexed,0.103175,0.65,0.65,143,220,220,?a
?a  hasRelapse_Progression  Progression   ,?a  hasBiomarker  EGFR_Negative,0.125,0.44,0.44,121,275,275,?a
?a  hasSmokingHabit  FormerSmoker   ,?a  patientDrug  Pemetrexed,0.055556,0.636364,0.636364,77,121,121,?a
?a  patientDrug  Pembrolizumab   ,?a  patientDrug  Pemetrexed,0.063492,0.615385,0.615385,88,143,143,?a
?a  hasSmokingHabit  CurrentSmoker   ,?a  patientDrug  Pemetrexed,0.071429,0.6,0.6,99,165,165,?a
?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  patientDrug  Pemetrexed,0.039683,0.555556,0.555556,55,99,99,?a
?a  hasAgeCategory  Old   ,?a  patientDrug  Pemetrexed,0.063492,0.615385,0.615385,88,143,143,?a
?a  hasRelapse_Progression  Progression   ,?a  patientDrug  Pemetrexed,0.134921,0.68,0.68,187,275,275,?a
?a  hasBiomarker  EGFR_Negative   ,?a  patientDrug  Pemetrexed,0.055556,0.583333,0.583333,77,132,132,?a
?a  treatmentType  Intravenous_Chemotherapy   ,?a  patientDrug  Pemetrexed,0.119048,0.652174,0.652174,165,253,253,?a
?a  hasAgeCategory  Young   ,?a  patientDrug  Pemetrexed,0.071429,0.5625,0.5625,99,176,176,?a
?a  type  Patient   ,?a  patientDrug  Pemetrexed,0.134921,0.586207,0.586207,187,319,319,?a
?a  treatmentType  Radiotherapy_To_Bone   ,?a  patientDrug  Pemetrexed,0.063492,0.666667,0.666667,88,132,132,?a
?a  hasBiomarker  BRAF_Negative   ,?a  hasBiomarker  ALK_Negative,0.045455,1,1,44,44,44,?a
?a  patientDrug  Docetaxel   ,?a  patientDrug  Pemetrexed,0.047619,0.75,0.75,66,88,88,?a
?a  patientDrug  Cisplatin   ,?a  patientDrug  Pemetrexed,0.063492,0.727273,0.727273,88,121,121,?a
?a  hasBiomarker  ROS1_Negative   ,?a  patientDrug  Pemetrexed,0.087302,0.647059,0.647059,121,187,187,?a
?a  hasStage  IVB   ,?a  hasBiomarker  ALK_Negative,0.102273,1,1,99,99,99,?a
?a  patientDrug  Atezolizumab   ,?a  patientDrug  Pemetrexed,0.047619,0.857143,0.857143,66,77,77,?a
?a  treatmentType  Radiotherapy_To_Lung   ,?a  patientDrug  Pemetrexed,0.039683,0.555556,0.555556,55,99,99,?a
?a  treatmentType  Molecular_Targeted_Therapy   ,?a  patientDrug  Pemetrexed,0.031746,0.5,0.5,44,88,88,?a
?a  patientDrug  Cisplatin   ,?a  hasBiomarker  ALK_Negative,0.079545,0.636364,0.636364,77,121,121,?a
?a  hasBiomarker  EGFR_Positive   ,?a  patientDrug  Pemetrexed,0.079365,0.625,0.625,110,176,176,?a
?a  treatmentType  Immunotherapy   ,?a  patientDrug  Pemetrexed,0.126984,0.615385,0.615385,176,286,286,?a
?a  hasGender  Female   ,?a  patientDrug  Pemetrexed,0.087302,0.6875,0.6875,121,176,176,?a
?a  hasBiomarker  EGFR_Negative   ,?a  hasBiomarker  ALK_Negative,0.113636,0.833333,0.833333,110,132,132,?a
?a  hasBiomarker  EGFR_Positive   ,?a  hasBiomarker  ALK_Negative,0.113636,0.625,0.625,110,176,176,?a
?a  hasBiomarker  PDL1_Positive   ,?a  hasBiomarker  ALK_Negative,0.147727,0.928571,0.928571,143,154,154,?a
?a  hasBiomarker  ROS1_Negative   ,?a  hasBiomarker  ALK_Negative,0.181818,0.941176,0.941176,176,187,187,?a
?a  hasGender  Male   ,?a  patientDrug  Pemetrexed,0.047619,0.461538,0.461538,66,143,143,?a
?a  hasBiomarker  PDL1_Positive   ,?a  patientDrug  Pemetrexed,0.063492,0.571429,0.571429,88,154,154,?a
?a  patientDrug  Pemetrexed   ,?a  hasBiomarker  ALK_Negative,0.147727,0.764706,0.764706,143,187,187,?a
?a  patientDrug  Carboplatin   ,?a  hasBiomarker  ALK_Negative,0.159091,0.823529,0.823529,154,187,187,?a
?a  hasStage  IVA   ,?a  hasBiomarker  ALK_Negative,0.056818,0.833333,0.833333,55,66,66,?a
?a  hasSmokingHabit  CurrentSmoker   ,?a  hasBiomarker  ALK_Negative,0.147727,0.866667,0.866667,143,165,165,?a
?a  patientDrug  Vinorelbine   ,?a  hasBiomarker  ALK_Negative,0.068182,0.75,0.75,66,88,88,?a
?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasBiomarker  ALK_Negative,0.056818,0.555556,0.555556,55,99,99,?a
?a  hasSmokingHabit  FormerSmoker   ,?a  hasBiomarker  ALK_Negative,0.056818,0.454545,0.454545,55,121,121,?a
?a  patientDrug  Docetaxel   ,?a  hasBiomarker  ALK_Negative,0.079545,0.875,0.875,77,88,88,?a
?a  hasAgeCategory  Old   ,?a  hasBiomarker  ALK_Negative,0.113636,0.769231,0.769231,110,143,143,?a
?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasBiomarker  ALK_Negative,0.113636,0.833333,0.833333,110,132,132,?a
?a  hasGender  Female   ,?a  hasBiomarker  ALK_Negative,0.125,0.6875,0.6875,121,176,176,?a
?a  hasBiomarker  EGFR_Positive   ,?a  hasBiomarker  ROS1_Negative,0.090909,0.5,0.5,88,176,176,?a
?a  hasAgeCategory  Young   ,?a  hasBiomarker  ALK_Negative,0.113636,0.625,0.625,110,176,176,?a
?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  ALK_Negative,0.068182,0.666667,0.666667,66,99,99,?a
?a  treatmentType  Immunotherapy   ,?a  hasBiomarker  ALK_Negative,0.193182,0.653846,0.653846,187,286,286,?a
?a  hasGender  Male   ,?a  hasBiomarker  ALK_Negative,0.102273,0.692308,0.692308,99,143,143,?a
?a  patientDrug  Paclitaxel   ,?a  hasBiomarker  ALK_Negative,0.068182,0.666667,0.666667,66,99,99,?a
?a  patientDrug  Pembrolizumab   ,?a  hasBiomarker  ALK_Negative,0.102273,0.692308,0.692308,99,143,143,?a
?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasBiomarker  ALK_Negative,0.045455,0.5,0.5,44,88,88,?a
?a  patientDrug  Atezolizumab   ,?a  hasBiomarker  ALK_Negative,0.045455,0.571429,0.571429,44,77,77,?a
?a  type  Patient   ,?a  hasBiomarker  ALK_Negative,0.227273,0.689655,0.689655,220,319,319,?a
?a  hasRelapse_Progression  Progression   ,?a  hasBiomarker  ALK_Negative,0.181818,0.64,0.64,176,275,275,?a
?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasBiomarker  ALK_Negative,0.193182,0.73913,0.73913,187,253,253,?a
?a  hasStage  IVA   ,?a  hasBiomarker  ROS1_Negative,0.056818,0.833333,0.833333,55,66,66,?a
?a  patientDrug  Paclitaxel   ,?a  hasBiomarker  ROS1_Negative,0.045455,0.444444,0.444444,44,99,99,?a
?a  hasBiomarker  PDL1_Positive   ,?a  hasBiomarker  ROS1_Negative,0.136364,0.857143,0.857143,132,154,154,?a
?a  hasBiomarker  EGFR_Negative   ,?a  hasBiomarker  ROS1_Negative,0.102273,0.75,0.75,99,132,132,?a
?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  ROS1_Negative,0.068182,0.666667,0.666667,66,99,99,?a
?a  patientDrug  Docetaxel   ,?a  hasBiomarker  ROS1_Negative,0.056818,0.625,0.625,55,88,88,?a
?a  patientDrug  Pembrolizumab   ,?a  hasBiomarker  ROS1_Negative,0.090909,0.615385,0.615385,88,143,143,?a
?a  patientDrug  Carboplatin   ,?a  hasBiomarker  ROS1_Negative,0.125,0.647059,0.647059,121,187,187,?a
?a  hasBiomarker  ALK_Negative   ,?a  hasBiomarker  ROS1_Negative,0.181818,0.8,0.8,176,220,220,?a
?a  patientDrug  Cisplatin   ,?a  hasBiomarker  ROS1_Negative,0.056818,0.454545,0.454545,55,121,121,?a
?a  patientDrug  Pemetrexed   ,?a  hasBiomarker  ROS1_Negative,0.125,0.647059,0.647059,121,187,187,?a
?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasBiomarker  ROS1_Negative,0.045455,0.5,0.5,44,88,88,?a
?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasBiomarker  ROS1_Negative,0.056818,0.555556,0.555556,55,99,99,?a
?a  treatmentType  Immunotherapy   ,?a  hasBiomarker  ROS1_Negative,0.170455,0.576923,0.576923,165,286,286,?a
?a  hasAgeCategory  Young   ,?a  hasBiomarker  ROS1_Negative,0.113636,0.625,0.625,110,176,176,?a
?a  hasGender  Male   ,?a  hasBiomarker  ROS1_Negative,0.068182,0.461538,0.461538,66,143,143,?a
?a  hasSmokingHabit  FormerSmoker   ,?a  hasBiomarker  ROS1_Negative,0.056818,0.454545,0.454545,55,121,121,?a
?a  hasGender  Female   ,?a  hasBiomarker  ROS1_Negative,0.125,0.6875,0.6875,121,176,176,?a
?a  patientDrug  Atezolizumab   ,?a  hasBiomarker  ROS1_Negative,0.045455,0.571429,0.571429,44,77,77,?a
?a  hasStage  IVB   ,?a  hasBiomarker  ROS1_Negative,0.090909,0.888889,0.888889,88,99,99,?a
?a  patientDrug  Vinorelbine   ,?a  hasBiomarker  ROS1_Negative,0.056818,0.625,0.625,55,88,88,?a
?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasBiomarker  ROS1_Negative,0.090909,0.666667,0.666667,88,132,132,?a
?a  hasSmokingHabit  CurrentSmoker   ,?a  hasBiomarker  ROS1_Negative,0.113636,0.666667,0.666667,110,165,165,?a
?a  hasAgeCategory  Old   ,?a  hasBiomarker  ROS1_Negative,0.079545,0.538462,0.538462,77,143,143,?a
?a  type  Patient   ,?a  hasBiomarker  ROS1_Negative,0.193182,0.586207,0.586207,187,319,319,?a
?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasBiomarker  ROS1_Negative,0.147727,0.565217,0.565217,143,253,253,?a
?a  hasRelapse_Progression  Progression   ,?a  hasBiomarker  ROS1_Negative,0.147727,0.52,0.52,143,275,275,?a
?a  hasBiomarker  EGFR_Positive   ,?a  hasGender  Male,0.206897,0.375,0.375,66,176,176,?a
?a  hasBiomarker  EGFR_Negative   ,?a  hasGender  Male,0.206897,0.5,0.5,66,132,132,?a
?a  hasBiomarker  PDL1_Positive   ,?a  hasGender  Male,0.137931,0.285714,0.285714,44,154,154,?a
?a  patientDrug  Gemcitabine   ,?a  hasGender  Male,0.103448,1,1,33,33,33,?a
?a  hasBiomarker  ALK_Negative   ,?a  hasGender  Male,0.310345,0.45,0.45,99,220,220,?a
?a  patientDrug  Nivolumab   ,?a  hasGender  Male,0.103448,0.375,0.375,33,88,88,?a
?a  patientDrug  Carboplatin   ,?a  hasGender  Male,0.241379,0.411765,0.411765,77,187,187,?a
?a  patientDrug  Pembrolizumab   ,?a  hasGender  Male,0.172414,0.384615,0.384615,55,143,143,?a
?a  hasStage  IV   ,?a  hasGender  Male,0.103448,0.375,0.375,33,88,88,?a
?a  patientDrug  Pemetrexed   ,?a  hasGender  Male,0.206897,0.352941,0.352941,66,187,187,?a
?a  patientDrug  Cisplatin   ,?a  hasGender  Male,0.241379,0.636364,0.636364,77,121,121,?a
?a  hasSmokingHabit  CurrentSmoker   ,?a  hasGender  Male,0.275862,0.533333,0.533333,88,165,165,?a
?a  hasAgeCategory  Old   ,?a  hasGender  Male,0.275862,0.615385,0.615385,88,143,143,?a
?a  patientDrug  Atezolizumab   ,?a  hasGender  Male,0.103448,0.428571,0.428571,33,77,77,?a
?a  patientDrug  Docetaxel   ,?a  hasGender  Male,0.103448,0.375,0.375,33,88,88,?a
?a  hasBiomarker  ROS1_Negative   ,?a  hasGender  Male,0.206897,0.352941,0.352941,66,187,187,?a
?a  patientDrug  Vinorelbine   ,?a  hasGender  Male,0.137931,0.5,0.5,44,88,88,?a
?a  patientDrug  Paclitaxel   ,?a  hasGender  Male,0.206897,0.666667,0.666667,66,99,99,?a
?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasGender  Male,0.137931,0.444444,0.444444,44,99,99,?a
?a  treatmentType  Immunotherapy   ,?a  hasGender  Male,0.413793,0.461538,0.461538,132,286,286,?a
?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasGender  Male,0.103448,0.25,0.25,33,132,132,?a
?a  hasStage  IVB   ,?a  hasGender  Male,0.103448,0.333333,0.333333,33,99,99,?a
?a  hasSmokingHabit  FormerSmoker   ,?a  hasGender  Male,0.103448,0.272727,0.272727,33,121,121,?a
?a  hasStage  IVA   ,?a  hasGender  Male,0.137931,0.666667,0.666667,44,66,66,?a
?a  hasAgeCategory  Young   ,?a  hasGender  Male,0.172414,0.3125,0.3125,55,176,176,?a
?a  hasRelapse_Progression  Progression   ,?a  hasGender  Male,0.413793,0.48,0.48,132,275,275,?a
?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasGender  Male,0.103448,0.375,0.375,33,88,88,?a
?a  type  Patient   ,?a  hasGender  Male,0.448276,0.448276,0.448276,143,319,319,?a
?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasGender  Male,0.37931,0.478261,0.478261,121,253,253,?a
?a  hasBiomarker  EGFR_Positive   ,?a  hasBiomarker  PDL1_Positive,0.056818,0.3125,0.3125,55,176,176,?a
?a  hasBiomarker  BRAF_Negative   ,?a  hasBiomarker  PDL1_Positive,0.034091,0.75,0.75,33,44,44,?a
?a  patientDrug  Other   ,?a  hasBiomarker  PDL1_Positive,0.034091,0.75,0.75,33,44,44,?a
?a  hasBiomarker  ALK_Negative   ,?a  hasBiomarker  PDL1_Positive,0.147727,0.65,0.65,143,220,220,?a
?a  patientDrug  Cisplatin   ,?a  hasBiomarker  PDL1_Positive,0.034091,0.272727,0.272727,33,121,121,?a
?a  patientDrug  Pemetrexed   ,?a  hasBiomarker  PDL1_Positive,0.090909,0.470588,0.470588,88,187,187,?a
?a  hasBiomarker  EGFR_Negative   ,?a  hasBiomarker  PDL1_Positive,0.090909,0.666667,0.666667,88,132,132,?a
?a  patientDrug  Paclitaxel   ,?a  hasBiomarker  PDL1_Positive,0.034091,0.333333,0.333333,33,99,99,?a
?a  hasSmokingHabit  FormerSmoker   ,?a  hasBiomarker  PDL1_Positive,0.034091,0.272727,0.272727,33,121,121,?a
?a  patientDrug  Carboplatin   ,?a  hasBiomarker  PDL1_Positive,0.090909,0.470588,0.470588,88,187,187,?a
?a  patientDrug  Pembrolizumab   ,?a  hasBiomarker  PDL1_Positive,0.102273,0.692308,0.692308,99,143,143,?a
?a  hasAgeCategory  Young   ,?a  hasBiomarker  PDL1_Positive,0.102273,0.5625,0.5625,99,176,176,?a
?a  hasAgeCategory  Old   ,?a  hasBiomarker  PDL1_Positive,0.056818,0.384615,0.384615,55,143,143,?a
?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  PDL1_Positive,0.056818,0.555556,0.555556,55,99,99,?a
?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasBiomarker  PDL1_Positive,0.056818,0.555556,0.555556,55,99,99,?a
?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasBiomarker  PDL1_Positive,0.079545,0.583333,0.583333,77,132,132,?a
?a  hasSmokingHabit  CurrentSmoker   ,?a  hasBiomarker  PDL1_Positive,0.113636,0.666667,0.666667,110,165,165,?a
?a  hasGender  Male   ,?a  hasBiomarker  PDL1_Positive,0.045455,0.307692,0.307692,44,143,143,?a
?a  hasBiomarker  ROS1_Negative   ,?a  hasBiomarker  PDL1_Positive,0.136364,0.705882,0.705882,132,187,187,?a
?a  hasStage  IVB   ,?a  hasBiomarker  PDL1_Positive,0.079545,0.777778,0.777778,77,99,99,?a
?a  type  Patient   ,?a  hasBiomarker  PDL1_Positive,0.159091,0.482759,0.482759,154,319,319,?a
?a  patientDrug  Docetaxel   ,?a  hasBiomarker  PDL1_Positive,0.056818,0.625,0.625,55,88,88,?a
?a  hasStage  IVA   ,?a  hasBiomarker  PDL1_Positive,0.056818,0.833333,0.833333,55,66,66,?a
?a  hasGender  Female   ,?a  hasBiomarker  PDL1_Positive,0.113636,0.625,0.625,110,176,176,?a
?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasBiomarker  PDL1_Positive,0.125,0.478261,0.478261,121,253,253,?a
?a  treatmentType  Immunotherapy   ,?a  hasBiomarker  PDL1_Positive,0.136364,0.461538,0.461538,132,286,286,?a
?a  hasRelapse_Progression  Progression   ,?a  hasBiomarker  PDL1_Positive,0.125,0.44,0.44,121,275,275,?a
?a  hasBiomarker  EGFR_Negative   ,?a  treatmentType  Radiotherapy_To_Bone,0.04,0.333333,0.333333,44,132,132,?a
?a  hasBiomarker  BRAF_Negative   ,?a  treatmentType  Radiotherapy_To_Bone,0.03,0.75,0.75,33,44,44,?a
?a  patientDrug  Osimertinib   ,?a  treatmentType  Radiotherapy_To_Bone,0.03,1,1,33,33,33,?a
